seed,pinball_0.05,pinball_0.5,pinball_0.95,coverage_raw,interval_width_raw,coverage_calibrated,interval_width_calibrated
0,0.45466286942819195,1.7304061495104475,0.639374518312136,0.8094577006507592,14.546277,0.9012581344902386,16.9775473010545
1,0.44690163167759034,1.731412318827532,0.5858309792607573,0.7870715835140998,11.995132,0.8910195227765727,14.500072674467885
2,0.4709151978002453,1.6325636327913164,0.4878164181723773,0.8783514099783081,14.422169,0.8912798264642082,14.843885977854702
3,0.46866228052499237,1.6715824048089878,0.48900068039635547,0.878177874186551,14.028636,0.9018655097613882,14.823960638679266
4,0.4945370707083679,1.902044240624682,0.48244127263464315,0.9297180043383948,16.147434,0.8949240780911063,14.708963832102224
