feature,mean_shap_value,mean_abs_shap,contribution_pct
load_lag_24,0.2305642646733714,3.2292164852948195,80.79900694261659
temp_best,0.03198585918530977,1.9370192350522464,11.209133653216487
dayofweek,0.022805195962412716,0.12507710231871888,7.99185940416693
load_lag_1,-0.13510343059453744,1.7940844111167171,0.0
hour,-4.407914758796258,5.914210951371628,0.0
load_lag_168,-0.10250414182419322,0.6659123197375577,0.0
