,mean,std
pinball_0.05,0.4671358100278775,0.01825129578760908
pinball_0.5,1.7336017493125933,0.10300846861568166
pinball_0.95,0.5368927737552538,0.07170174890371081
coverage_raw,0.8565553145336227,0.05775283142820855
interval_width_raw,14.227930068969727,1.4873359203338623
coverage_calibrated,0.8960694143167028,0.005250497378264882
interval_width_calibrated,15.170886084831716,1.0191508578769493
