,mean,std
pinball_0.05,15.217437218551675,0.42363734602611136
pinball_0.5,54.975419054197516,1.5375567561700694
pinball_0.95,15.012829998891714,0.5303056639144532
coverage_raw,0.8649278247884521,0.016588843236609738
interval_width_raw,432.70281982421875,21.60320472717285
coverage_calibrated,0.8631159780985564,0.014194281295113227
interval_width_calibrated,430.1449754814271,15.466568215093005
