,baseline_interval_width,conformal_correction,epistemic,aleatoric,epistemic_pct,aleatoric_pct,stability_kendall_tau
gefcom2014,16.830027977181604,0.16284275125517153,1.1873066981096922,19.30146113526491,5.794915085990004,94.20508491400999,0.9999999999999998
opsd,420.9105583937743,4.0840138551819996,40.50431628625139,510.5701234821517,7.350062598307755,92.64993740169226,1.0
