baseline_interval_width,conformal_correction,epistemic,aleatoric,epistemic_pct,aleatoric_pct,stability_kendall_tau
16.830027977181604,0.16284275125517153,1.1873066981096922,19.30146113526491,5.794915085990004,94.20508491400999,0.9999999999999998
