seed,pinball_0.05,pinball_0.5,pinball_0.95,coverage_raw,interval_width_raw,coverage_calibrated,interval_width_calibrated
0,14.70823702882925,54.90801470288001,14.969469321646352,0.8512692882030861,404.93362,0.8587356893977103,411.3846768399623
1,15.549524889462266,56.66043450225936,15.315233609402233,0.8544549527127925,433.66412,0.8547536087605774,433.9318270905925
2,15.442995214163219,56.3464565825854,14.572552330431039,0.8763563962170234,447.1736,0.8464907914385267,417.7466979403223
3,15.578089432514622,53.115890346468234,14.462627244781304,0.8540567446490791,418.7562,0.8756595321055252,438.2519964845697
4,14.808339527789013,53.84629913679458,15.744267488197652,0.8885017421602788,458.98645,0.879940268790443,449.4096790516889
