feature,shapley_value,contribution_pct
load_lag_168,0.16238512807560462,33.76571583422863
temp_best,0.1492906872404629,31.042910036140654
load_lag_1,0.1094247859483792,22.75335353268316
dayofweek,0.05981657778434835,12.43802059694757
load_lag_24,-0.023389412901907915,0.0
hour,-0.11086549196738041,0.0
